Fecha;HORA;PAB01_PTR_I02_PV;Presion;timestamp;tspan
03/10/2022;18:40:00;3.79757;0.372414398405;2022-10-03 18:40:00;37.333333333333336
03/10/2022;18:50:00;3.80629;0.373269538285;2022-10-03 18:50:00;37.66666666666666
03/10/2022;19:00:00;3.80799;0.373436251335;2022-10-03 19:00:00;38.0
03/10/2022;19:10:00;3.80438;0.37308223127;2022-10-03 19:10:00;38.333333333333336
03/10/2022;19:20:00;3.79814;0.37247029631;2022-10-03 19:20:00;38.66666666666666
03/10/2022;19:30:00;3.78779;0.371455308035;2022-10-03 19:30:00;39.0
03/10/2022;19:40:00;3.78153;0.370841411745;2022-10-03 19:40:00;39.333333333333336
03/10/2022;19:50:00;3.78741;0.371418042765;2022-10-03 19:50:00;39.66666666666666
03/10/2022;20:00:00;3.80322;0.37296847413;2022-10-03 20:00:00;40.0
03/10/2022;20:10:00;3.82585;0.375187719025;2022-10-03 20:10:00;40.333333333333336
03/10/2022;20:20:00;3.80244;0.37289198226;2022-10-03 20:20:00;40.66666666666666
03/10/2022;20:30:00;3.99208;0.39148931332;2022-10-03 20:30:00;41.0
03/10/2022;20:40:00;5.05412;0.49563985898;2022-10-03 20:40:00;41.333333333333336
03/10/2022;20:50:00;5.55754;0.54500849641;2022-10-03 20:50:00;41.66666666666666
03/10/2022;21:00:00;5.75188;0.56406674002;2022-10-03 21:00:00;42.0
03/10/2022;21:10:00;5.82757;0.5714893934049999;2022-10-03 21:10:00;42.333333333333336
03/10/2022;21:20:00;5.8591;0.57458143015;2022-10-03 21:20:00;42.66666666666666
03/10/2022;21:30:00;5.86523;0.575182577795;2022-10-03 21:30:00;43.0
03/10/2022;21:40:00;5.87277;0.575921999205;2022-10-03 21:40:00;43.333333333333336
03/10/2022;21:50:00;5.87653;0.576290729245;2022-10-03 21:50:00;43.66666666666666
03/10/2022;22:00:00;5.88118;0.57674673847;2022-10-03 22:00:00;44.0
03/10/2022;22:10:00;5.87811;0.576445674315;2022-10-03 22:10:00;44.333333333333336
03/10/2022;22:20:00;5.8871;0.57732729215;2022-10-03 22:20:00;44.66666666666666
03/10/2022;22:30:00;5.88023;0.576653575295;2022-10-03 22:30:00;45.0
03/10/2022;22:40:00;5.90413;0.5789973646450001;2022-10-03 22:40:00;45.333333333333336
03/10/2022;22:50:00;5.9222;0.5807694263000001;2022-10-03 22:50:00;45.66666666666666
03/10/2022;23:00:00;5.92401;0.580946926665;2022-10-03 23:00:00;46.0
03/10/2022;23:10:00;5.91844;0.58040069626;2022-10-03 23:10:00;46.333333333333336
03/10/2022;23:20:00;5.91545;0.580107477425;2022-10-03 23:20:00;46.66666666666666
03/10/2022;23:30:00;5.92037;0.580589964605;2022-10-03 23:30:00;47.0
03/10/2022;23:40:00;5.91886;0.58044188419;2022-10-03 23:40:00;47.333333333333336
03/10/2022;23:50:00;5.86755;0.5754100920749999;2022-10-03 23:50:00;47.66666666666666
04/10/2022;0:00:00;5.82051;0.570797043915;2022-10-04 00:00:00;48.0
04/10/2022;0:10:00;5.79484;0.56827967686;2022-10-04 00:10:00;48.333333333333336
04/10/2022;0:20:00;5.77067;0.565909409555;2022-10-04 00:20:00;48.66666666666666
04/10/2022;0:30:00;5.75731;0.564599241115;2022-10-04 00:30:00;49.0
04/10/2022;0:40:00;5.75446;0.56431975159;2022-10-04 00:40:00;49.333333333333336
04/10/2022;0:50:00;5.7828;0.5670989562;2022-10-04 00:50:00;49.66666666666666
04/10/2022;1:00:00;5.80135;0.568918089775;2022-10-04 01:00:00;50.0
04/10/2022;1:10:00;5.80561;0.569335853065;2022-10-04 01:10:00;50.333333333333336
04/10/2022;1:20:00;5.80256;0.56903675024;2022-10-04 01:20:00;50.66666666666666
04/10/2022;1:30:00;5.80131;0.568914167115;2022-10-04 01:30:00;51.0
04/10/2022;1:40:00;5.79873;0.568661155545;2022-10-04 01:40:00;51.333333333333336
04/10/2022;1:50:00;5.78566;0.56737942639;2022-10-04 01:50:00;51.66666666666666
04/10/2022;2:00:00;5.77794;0.56662235301;2022-10-04 02:00:00;52.0
04/10/2022;2:10:00;5.76901;0.565746619165;2022-10-04 02:10:00;52.333333333333336
04/10/2022;2:20:00;5.77248;0.56608690992;2022-10-04 02:20:00;52.66666666666666
04/10/2022;2:30:00;5.81244;0.5700056472599999;2022-10-04 02:30:00;53.0
04/10/2022;2:40:00;5.84233;0.572936854945;2022-10-04 02:40:00;53.333333333333336
04/10/2022;2:50:00;5.84616;0.57331244964;2022-10-04 02:50:00;53.66666666666666
04/10/2022;3:00:00;5.85036;0.57372432894;2022-10-04 03:00:00;54.0
04/10/2022;3:10:00;5.85176;0.57386162204;2022-10-04 03:10:00;54.333333333333336
04/10/2022;3:20:00;5.86158;0.57482463507;2022-10-04 03:20:00;54.66666666666666
04/10/2022;3:30:00;5.85904;0.5745755461600001;2022-10-04 03:30:00;55.0
04/10/2022;3:40:00;5.8585;0.5745225902500001;2022-10-04 03:40:00;55.333333333333336
